date,state,% gap in trend over last year
2020-04-21,TN,-35.4
2020-04-22,TN,-35.699999999999996
2020-04-23,TN,-36.3
2020-04-24,TN,-36.9
2020-04-25,TN,-37.3
2020-04-26,TN,-37.6
2020-04-27,TN,-38
2020-04-28,TN,-38.2
2020-04-29,TN,-38.3
2020-04-30,TN,-38.1
2020-05-01,TN,-37.8
2020-05-02,TN,-37.8
2020-05-03,TN,-37.8
2020-05-04,TN,-37.8
2020-05-05,TN,-37.7
2020-05-06,TN,-37.7
2020-05-07,TN,-37.6
2020-05-08,TN,-37.5
2020-05-09,TN,-37.2
2020-05-10,TN,-37.1
2020-05-11,TN,-37
2020-05-12,TN,-36.9
2020-05-13,TN,-37
2020-05-14,TN,-37
2020-05-15,TN,-36.6
2020-05-16,TN,-36.4
2020-05-17,TN,-36.1
2020-05-18,TN,-35.8
2020-05-19,TN,-35.5
2020-05-20,TN,-34.9
2020-05-21,TN,-34.5
2020-05-22,TN,-34.2
2020-05-23,TN,-34
2020-05-24,TN,-33.800000000000004
2020-05-25,TN,-33.6
2020-05-26,TN,-33.4
2020-05-27,TN,-33
2020-05-28,TN,-32.6
2020-05-29,TN,-32.2
2020-05-30,TN,-31.6
2020-05-31,TN,-31.1
2020-06-01,TN,-30.5
2020-06-02,TN,-29.799999999999997
2020-06-03,TN,-29.299999999999997
2020-06-04,TN,-28.7
2020-06-05,TN,-28.4
2020-06-06,TN,-28.000000000000004
2020-06-07,TN,-27.6
2020-06-08,TN,-27.1
2020-06-09,TN,-26.6
2020-06-10,TN,-26.3
2020-06-11,TN,-26.1
2020-06-12,TN,-25.7
2020-06-13,TN,-25
2020-06-14,TN,-24.7
2020-06-15,TN,-24.3
2020-06-16,TN,-24
2020-06-17,TN,-23.599999999999998
2020-06-18,TN,-23.200000000000003
2020-06-19,TN,-22.6
2020-06-20,TN,-22.3
2020-06-21,TN,-21.5
2020-06-22,TN,-20.8
2020-06-23,TN,-20.5
2020-06-24,TN,-20
2020-06-25,TN,-19.6
2020-06-26,TN,-19.400000000000002
2020-06-27,TN,-18.9
2020-06-28,TN,-18.4
2020-06-29,TN,-17.7
2020-06-30,TN,-17.2
2020-07-01,TN,-16.7
2020-07-02,TN,-16.1
2020-07-03,TN,-15.4
2020-07-04,TN,-15.4
2020-07-05,TN,-15.5
2020-07-06,TN,-15.8
2020-07-07,TN,-15.6
2020-07-08,TN,-15.5
2020-07-09,TN,-15.1
2020-07-10,TN,-14.899999999999999
2020-07-11,TN,-14.499999999999998
2020-07-12,TN,-14.2
2020-07-13,TN,-13.900000000000002
2020-07-14,TN,-13.600000000000001
2020-07-15,TN,-13.3
2020-07-16,TN,-13.4
2020-07-17,TN,-13.4
2020-07-18,TN,-13.600000000000001
2020-07-19,TN,-13.600000000000001
2020-07-20,TN,-13.4
2020-07-21,TN,-13.3
2020-07-22,TN,-13.100000000000001
2020-07-23,TN,-12.7
2020-07-24,TN,-12
2020-07-25,TN,-11.3
2020-07-26,TN,-10.6
2020-07-27,TN,-10.100000000000001
2020-07-28,TN,-9.700000000000001
2020-07-29,TN,-9.4
2020-07-30,TN,-8.9
2020-07-31,TN,-8.799999999999999
2020-08-01,TN,-8.6
2020-08-02,TN,-8.5
2020-08-03,TN,-8.3
2020-08-04,TN,-8.1
2020-08-05,TN,-7.9
2020-08-06,TN,-8.3
2020-08-07,TN,-8.6
2020-08-08,TN,-9.1
2020-08-09,TN,-9.6
2020-08-10,TN,-10
2020-08-11,TN,-10.4
2020-08-12,TN,-10.9
2020-08-13,TN,-11.600000000000001
2020-08-14,TN,-12.1
2020-08-15,TN,-12.5
2020-08-16,TN,-12.9
2020-08-17,TN,-13.4
2020-08-18,TN,-13.900000000000002
2020-08-19,TN,-14.000000000000002
2020-08-20,TN,-13.8
2020-08-21,TN,-13.700000000000001
2020-08-22,TN,-13.700000000000001
2020-08-23,TN,-13.5
2020-08-24,TN,-13.3
2020-08-25,TN,-13.100000000000001
2020-08-26,TN,-13.100000000000001
2020-08-27,TN,-13.100000000000001
2020-08-28,TN,-13
2020-08-29,TN,-13
2020-08-30,TN,-12.8
2020-08-31,TN,-12.7
2020-09-01,TN,-12.6
2020-09-02,TN,-12.6
2020-09-03,TN,-12.7
2020-09-04,TN,-12.7
2020-09-05,TN,-12.8
2020-09-06,TN,-13
2020-09-07,TN,-13.200000000000001
2020-09-08,TN,-13.5
2020-09-09,TN,-13.700000000000001
2020-09-10,TN,-13.700000000000001
2020-09-11,TN,-13.5
2020-09-12,TN,-13.5
2020-09-13,TN,-13.5
2020-09-14,TN,-13.5
2020-09-15,TN,-13.4
2020-09-16,TN,-13.100000000000001
2020-09-17,TN,-12.9
2020-09-18,TN,-12.8
2020-09-19,TN,-12.7
2020-09-20,TN,-12.4
2020-09-21,TN,-12.3
2020-09-22,TN,-12
2020-09-23,TN,-11.799999999999999
2020-09-24,TN,-11.700000000000001
2020-09-25,TN,-11.600000000000001
2020-09-26,TN,-11.5
2020-09-27,TN,-11.4
2020-09-28,TN,-11.200000000000001
2020-09-29,TN,-11.200000000000001
2020-09-30,TN,-11.1
2020-10-01,TN,-11.1
2020-10-02,TN,-11.200000000000001
2020-10-03,TN,-11.200000000000001
2020-10-04,TN,-11.200000000000001
2020-10-05,TN,-11.3
2020-10-06,TN,-11.4
2020-10-07,TN,-11.4
2020-10-08,TN,-11.200000000000001
2020-10-09,TN,-11.1
2020-10-10,TN,-10.9
2020-10-11,TN,-10.7
2020-10-12,TN,-10.4
2020-10-13,TN,-10
2020-10-14,TN,-9.8
2020-10-15,TN,-9.700000000000001
2020-10-16,TN,-9.700000000000001
2020-10-17,TN,-9.700000000000001
2020-10-18,TN,-9.700000000000001
2020-10-19,TN,-9.700000000000001
2020-10-20,TN,-9.9
2020-10-21,TN,-9.8
2020-10-22,TN,-9.700000000000001
2020-10-23,TN,-9.6
2020-10-24,TN,-9.6
2020-10-25,TN,-9.5
2020-10-26,TN,-9.3
2020-10-27,TN,-9.3
2020-10-28,TN,-9.4
2020-10-29,TN,-9.3
2020-10-30,TN,-9.1
2020-10-31,TN,-8.9
2020-11-01,TN,-8.9
2020-11-02,TN,-8.9
2020-11-03,TN,-8.9
2020-11-04,TN,-8.9
2020-11-05,TN,-8.9
2020-11-06,TN,-9.1
2020-11-07,TN,-9.1
2020-11-08,TN,-8.9
2020-11-09,TN,-8.799999999999999
2020-11-10,TN,-8.7
2020-11-11,TN,-8.6
2020-11-12,TN,-8.4
2020-11-13,TN,-8.200000000000001
2020-11-14,TN,-8.4
2020-11-15,TN,-8.6
2020-11-16,TN,-8.7
2020-11-17,TN,-8.7
2020-11-18,TN,-8.4
2020-11-19,TN,-8.1
2020-11-20,TN,-7.8
2020-11-21,TN,-7.3
2020-11-22,TN,-7.000000000000001
2020-11-23,TN,-6.5
2020-11-24,TN,-6
2020-11-25,TN,-5.8999999999999995
2020-11-26,TN,-5.800000000000001
2020-11-27,TN,-5.800000000000001
2020-11-28,TN,-5.800000000000001
2020-11-29,TN,-5.800000000000001
2020-11-30,TN,-5.800000000000001
2020-12-01,TN,-5.7
2020-12-02,TN,-5.5
2020-12-03,TN,-5.2
2020-12-04,TN,-4.9
2020-12-05,TN,-4.6
2020-12-06,TN,-4.2
2020-12-07,TN,-3.9
2020-12-08,TN,-3.5000000000000004
2020-12-09,TN,-3.3000000000000003
2020-12-10,TN,-3.1
2020-12-11,TN,-2.8000000000000003
2020-02-01,TX,0
2020-02-02,TX,-0
2020-02-03,TX,0.1
2020-02-04,TX,0
2020-02-05,TX,0.2
2020-02-06,TX,0.3
2020-02-07,TX,0.1
2020-02-08,TX,0.1
2020-02-09,TX,0.1
2020-02-10,TX,0
2020-02-11,TX,0.2
2020-02-12,TX,0.3
2020-02-13,TX,0.3
2020-02-14,TX,0.3
2020-02-15,TX,0.1
2020-02-16,TX,-0
2020-02-17,TX,-0.2
2020-02-18,TX,-0.4
2020-02-19,TX,-0.6
2020-02-20,TX,-0.7000000000000001
2020-02-21,TX,-0.7000000000000001
2020-02-22,TX,-0.6
2020-02-23,TX,-0.5
2020-02-24,TX,-0.3
2020-02-25,TX,-0.3
2020-02-26,TX,-0.5
2020-02-27,TX,-0.4
2020-02-28,TX,-0.4
2020-02-29,TX,-0.3
2020-03-01,TX,-0.3
2020-03-02,TX,-0.3
2020-03-03,TX,-0.2
2020-03-04,TX,0.3
2020-03-05,TX,0.1
2020-03-06,TX,-0.1
2020-03-07,TX,-0.3
2020-03-08,TX,-0.5
2020-03-09,TX,-0.8999999999999999
2020-03-10,TX,-1.3
2020-03-11,TX,-1.7000000000000002
2020-03-12,TX,-1.9
2020-03-13,TX,-2.3
2020-03-14,TX,-2.5
2020-03-15,TX,-3
2020-03-16,TX,-3.3000000000000003
2020-03-17,TX,-3.9
2020-03-18,TX,-4.6
2020-03-19,TX,-5.5
2020-03-20,TX,-6.5
2020-03-21,TX,-8.200000000000001
2020-03-22,TX,-9.700000000000001
2020-03-23,TX,-11.200000000000001
2020-03-24,TX,-12.7
2020-03-25,TX,-14.2
2020-03-26,TX,-15.8
2020-03-27,TX,-17.299999999999997
2020-03-28,TX,-18.5
2020-03-29,TX,-19.900000000000002
2020-03-30,TX,-21.2
2020-03-31,TX,-22.400000000000002
2020-04-01,TX,-23.7
2020-04-02,TX,-24.9
2020-04-03,TX,-26
2020-04-04,TX,-27.500000000000004
2020-04-05,TX,-28.999999999999996
2020-04-06,TX,-30.3
2020-04-07,TX,-31.6
2020-04-08,TX,-32.7
2020-04-09,TX,-33.7
2020-04-10,TX,-34.699999999999996
2020-04-11,TX,-35.199999999999996
2020-04-12,TX,-35.8
2020-04-13,TX,-36.5
2020-04-14,TX,-37.1
2020-04-15,TX,-37.8
2020-04-16,TX,-38.4
2020-04-17,TX,-38.9
2020-04-18,TX,-39.300000000000004
2020-04-19,TX,-39.7
2020-04-20,TX,-40
2020-04-21,TX,-40.2
2020-04-22,TX,-40.5
2020-04-23,TX,-41.199999999999996
2020-04-24,TX,-41.8
2020-04-25,TX,-42.1
2020-04-26,TX,-42.3
2020-04-27,TX,-42.5
2020-04-28,TX,-42.8
2020-04-29,TX,-42.9
2020-04-30,TX,-42.699999999999996
2020-05-01,TX,-42.199999999999996
2020-05-02,TX,-42.1
2020-05-03,TX,-42.1
2020-05-04,TX,-42
2020-05-05,TX,-42
2020-05-06,TX,-41.8
2020-05-07,TX,-41.6
2020-05-08,TX,-41.4
2020-05-09,TX,-41
2020-05-10,TX,-40.699999999999996
2020-05-11,TX,-40.5
2020-05-12,TX,-40.300000000000004
2020-05-13,TX,-40.400000000000006
2020-05-14,TX,-40.2
2020-05-15,TX,-39.900000000000006
2020-05-16,TX,-39.5
2020-05-17,TX,-39.2
2020-05-18,TX,-38.7
2020-05-19,TX,-38.5
2020-05-20,TX,-37.9
2020-05-21,TX,-37.4
2020-05-22,TX,-37.2
2020-05-23,TX,-37
2020-05-24,TX,-36.9
2020-05-25,TX,-36.8
2020-05-26,TX,-36.5
2020-05-27,TX,-36.199999999999996
2020-05-28,TX,-36.1
2020-05-29,TX,-35.8
2020-05-30,TX,-35.5
2020-05-31,TX,-35.099999999999994
2020-06-01,TX,-34.9
2020-06-02,TX,-34.699999999999996
2020-06-03,TX,-34.5
2020-06-04,TX,-34.300000000000004
2020-06-05,TX,-34.1
2020-06-06,TX,-33.900000000000006
2020-06-07,TX,-33.7
2020-06-08,TX,-33.5
2020-06-09,TX,-33.2
2020-06-10,TX,-32.9
2020-06-11,TX,-32.7
2020-06-12,TX,-32.5
2020-06-13,TX,-32
2020-06-14,TX,-31.6
2020-06-15,TX,-31.3
2020-06-16,TX,-30.9
2020-06-17,TX,-30.599999999999998
2020-06-18,TX,-30
2020-06-19,TX,-29.599999999999998
2020-06-20,TX,-29.299999999999997
2020-06-21,TX,-28.599999999999998
2020-06-22,TX,-27.900000000000002
2020-06-23,TX,-27.800000000000004
2020-06-24,TX,-27.500000000000004
2020-06-25,TX,-27.3
2020-06-26,TX,-27.200000000000003
2020-06-27,TX,-26.700000000000003
2020-06-28,TX,-26.3
2020-06-29,TX,-25.8
2020-06-30,TX,-25.3
2020-07-01,TX,-24.8
2020-07-02,TX,-24.3
2020-07-03,TX,-23.7
2020-07-04,TX,-23.799999999999997
2020-07-05,TX,-23.799999999999997
2020-07-06,TX,-24
2020-07-07,TX,-23.7
2020-07-08,TX,-23.599999999999998
2020-07-09,TX,-23.3
2020-07-10,TX,-23.1
2020-07-11,TX,-22.8
2020-07-12,TX,-22.6
2020-07-13,TX,-22.400000000000002
2020-07-14,TX,-22.2
2020-07-15,TX,-21.9
2020-07-16,TX,-21.9
2020-07-17,TX,-21.8
2020-07-18,TX,-22
2020-07-19,TX,-21.9
2020-07-20,TX,-21.8
2020-07-21,TX,-21.7
2020-07-22,TX,-21.5
2020-07-23,TX,-21.099999999999998
2020-07-24,TX,-20.7
2020-07-25,TX,-20.1
2020-07-26,TX,-19.6
2020-07-27,TX,-19.2
2020-07-28,TX,-18.9
2020-07-29,TX,-18.6
2020-07-30,TX,-18.099999999999998
2020-07-31,TX,-17.8
2020-08-01,TX,-17.5
2020-08-02,TX,-17.4
2020-08-03,TX,-17.2
2020-08-04,TX,-17
2020-08-05,TX,-16.7
2020-08-06,TX,-16.900000000000002
2020-08-07,TX,-17
2020-08-08,TX,-17.2
2020-08-09,TX,-17.299999999999997
2020-08-10,TX,-17.4
2020-08-11,TX,-17.4
2020-08-12,TX,-17.7
2020-08-13,TX,-18
2020-08-14,TX,-18.2
2020-08-15,TX,-18.4
2020-08-16,TX,-18.6
2020-08-17,TX,-18.8
2020-08-18,TX,-19.1
2020-08-19,TX,-19.2
2020-08-20,TX,-19.1
2020-08-21,TX,-19.2
2020-08-22,TX,-19.2
2020-08-23,TX,-19.2
2020-08-24,TX,-19.2
2020-08-25,TX,-19.2
2020-08-26,TX,-19.2
2020-08-27,TX,-19.3
2020-08-28,TX,-19.400000000000002
2020-08-29,TX,-19.400000000000002
2020-08-30,TX,-19.400000000000002
2020-08-31,TX,-19.3
2020-09-01,TX,-19.3
2020-09-02,TX,-19.3
2020-09-03,TX,-19.1
2020-09-04,TX,-18.9
2020-09-05,TX,-18.7
2020-09-06,TX,-18.6
2020-09-07,TX,-18.6
2020-09-08,TX,-18.6
2020-09-09,TX,-18.6
2020-09-10,TX,-18.4
2020-09-11,TX,-18.3
2020-09-12,TX,-18.2
2020-09-13,TX,-18.2
2020-09-14,TX,-18.099999999999998
2020-09-15,TX,-18
2020-09-16,TX,-17.8
2020-09-17,TX,-17.7
2020-09-18,TX,-17.7
2020-09-19,TX,-17.5
2020-09-20,TX,-17.4
2020-09-21,TX,-17.2
2020-09-22,TX,-17.1
2020-09-23,TX,-16.900000000000002
2020-09-24,TX,-16.8
2020-09-25,TX,-16.6
2020-09-26,TX,-16.5
2020-09-27,TX,-16.3
2020-09-28,TX,-16.1
2020-09-29,TX,-15.9
2020-09-30,TX,-15.6
2020-10-01,TX,-15.6
2020-10-02,TX,-15.5
2020-10-03,TX,-15.4
2020-10-04,TX,-15.299999999999999
2020-10-05,TX,-15.2
2020-10-06,TX,-15.299999999999999
2020-10-07,TX,-15.4
2020-10-08,TX,-15.299999999999999
2020-10-09,TX,-15.1
2020-10-10,TX,-14.899999999999999
2020-10-11,TX,-14.7
2020-10-12,TX,-14.399999999999999
2020-10-13,TX,-13.900000000000002
2020-10-14,TX,-13.600000000000001
2020-10-15,TX,-13.5
2020-10-16,TX,-13.4
2020-10-17,TX,-13.3
2020-10-18,TX,-13.200000000000001
2020-10-19,TX,-13.3
2020-10-20,TX,-13.4
2020-10-21,TX,-13.3
2020-10-22,TX,-13.3
2020-10-23,TX,-13.200000000000001
2020-10-24,TX,-13.100000000000001
2020-10-25,TX,-12.9
2020-10-26,TX,-12.7
2020-10-27,TX,-12.6
2020-10-28,TX,-12.6
2020-10-29,TX,-12.5
2020-10-30,TX,-12.2
2020-10-31,TX,-12
2020-11-01,TX,-11.899999999999999
2020-11-02,TX,-11.799999999999999
2020-11-03,TX,-11.700000000000001
2020-11-04,TX,-11.600000000000001
2020-11-05,TX,-11.600000000000001
2020-11-06,TX,-11.799999999999999
2020-11-07,TX,-11.899999999999999
2020-11-08,TX,-12
2020-11-09,TX,-12
2020-11-10,TX,-12.1
2020-11-11,TX,-12.2
2020-11-12,TX,-12.1
2020-11-13,TX,-12
2020-11-14,TX,-11.899999999999999
2020-11-15,TX,-11.899999999999999
2020-11-16,TX,-12
2020-11-17,TX,-11.799999999999999
2020-11-18,TX,-11.600000000000001
2020-11-19,TX,-11.4
2020-11-20,TX,-11.200000000000001
2020-11-21,TX,-10.8
2020-11-22,TX,-10.5
2020-11-23,TX,-10.2
2020-11-24,TX,-9.9
2020-11-25,TX,-9.8
2020-11-26,TX,-9.6
2020-11-27,TX,-9.4
2020-11-28,TX,-9.4
2020-11-29,TX,-9.3
2020-11-30,TX,-9.1
2020-12-01,TX,-9
2020-12-02,TX,-8.9
2020-12-03,TX,-8.799999999999999
2020-12-04,TX,-8.7
2020-12-05,TX,-8.6
2020-12-06,TX,-8.5
2020-12-07,TX,-8.3
2020-12-08,TX,-8.1
2020-12-09,TX,-7.8
2020-12-10,TX,-7.8
2020-12-11,TX,-7.6
2020-02-01,UT,0
2020-02-02,UT,-0
2020-02-03,UT,0.2
2020-02-04,UT,0
2020-02-05,UT,-0
2020-02-06,UT,-0.2
2020-02-07,UT,-0.6
2020-02-08,UT,-0.8
2020-02-09,UT,-1
2020-02-10,UT,-1.5
2020-02-11,UT,-1.6
2020-02-12,UT,-1.5
2020-02-13,UT,-1.3
2020-02-14,UT,-1.0999999999999999
2020-02-15,UT,-1
2020-02-16,UT,-0.8
2020-02-17,UT,-0.8
2020-02-18,UT,-0.6
2020-02-19,UT,-0.8
2020-02-20,UT,-0.8999999999999999
2020-02-21,UT,-1
2020-02-22,UT,-1.2
2020-02-23,UT,-1.0999999999999999
2020-02-24,UT,-1
2020-02-25,UT,-0.8
2020-02-26,UT,-0.7000000000000001
2020-02-27,UT,-0.6
2020-02-28,UT,-0.3
2020-02-29,UT,-0.1
2020-03-01,UT,0
2020-03-02,UT,0.2
2020-03-03,UT,0.2
2020-03-04,UT,0.5
2020-03-05,UT,0.4
2020-03-06,UT,0.2
2020-03-07,UT,0.1
2020-03-08,UT,-0.1
2020-03-09,UT,-0.4
2020-03-10,UT,-0.7000000000000001
2020-03-11,UT,-1.2
2020-03-12,UT,-1.4000000000000001
2020-03-13,UT,-1.7999999999999998
2020-03-14,UT,-2.3
2020-03-15,UT,-2.8000000000000003
2020-03-16,UT,-3.2
2020-03-17,UT,-3.8
2020-03-18,UT,-4.7
2020-03-19,UT,-5.800000000000001
2020-03-20,UT,-6.9
2020-03-21,UT,-8.6
2020-03-22,UT,-10.100000000000001
2020-03-23,UT,-11.600000000000001
2020-03-24,UT,-13
2020-03-25,UT,-14.499999999999998
2020-03-26,UT,-15.9
2020-03-27,UT,-17.8
2020-03-28,UT,-19.3
2020-03-29,UT,-20.9
2020-03-30,UT,-22.400000000000002
2020-03-31,UT,-24
2020-04-01,UT,-25.7
2020-04-02,UT,-27.400000000000002
2020-04-03,UT,-28.7
2020-04-04,UT,-30.3
2020-04-05,UT,-31.900000000000002
2020-04-06,UT,-33.4
2020-04-07,UT,-34.9
2020-04-08,UT,-36.1
2020-04-09,UT,-37.1
2020-04-10,UT,-38.2
2020-04-11,UT,-38.800000000000004
2020-04-12,UT,-39.5
2020-04-13,UT,-40.2
2020-04-14,UT,-40.699999999999996
2020-04-15,UT,-41.199999999999996
2020-04-16,UT,-41.699999999999996
2020-04-17,UT,-42.1
2020-04-18,UT,-42.5
2020-04-19,UT,-42.699999999999996
2020-04-20,UT,-42.9
2020-04-21,UT,-43
2020-04-22,UT,-43.2
2020-04-23,UT,-43.7
2020-04-24,UT,-44.1
2020-04-25,UT,-44.1
2020-04-26,UT,-44.2
2020-04-27,UT,-44.3
2020-04-28,UT,-44.4
2020-04-29,UT,-44.5
2020-04-30,UT,-44.1
2020-05-01,UT,-43.6
2020-05-02,UT,-43.6
2020-05-03,UT,-43.5
2020-05-04,UT,-43.4
2020-05-05,UT,-43.3
2020-05-06,UT,-43.1
2020-05-07,UT,-43
2020-05-08,UT,-42.699999999999996
2020-05-09,UT,-42.4
2020-05-10,UT,-42
2020-05-11,UT,-41.8
2020-05-12,UT,-41.5
2020-05-13,UT,-41.5
2020-05-14,UT,-41.3
2020-05-15,UT,-41.099999999999994
2020-05-16,UT,-40.8
2020-05-17,UT,-40.6
2020-05-18,UT,-40.300000000000004
2020-05-19,UT,-40.1
2020-05-20,UT,-39.7
2020-05-21,UT,-39.2
2020-05-22,UT,-39
2020-05-23,UT,-38.800000000000004
2020-05-24,UT,-38.6
2020-05-25,UT,-38.4
2020-05-26,UT,-38.2
2020-05-27,UT,-37.9
2020-05-28,UT,-37.9
2020-05-29,UT,-37.7
2020-05-30,UT,-37.4
2020-05-31,UT,-37.1
2020-06-01,UT,-36.8
2020-06-02,UT,-36.5
2020-06-03,UT,-36.3
2020-06-04,UT,-36
2020-06-05,UT,-35.699999999999996
2020-06-06,UT,-35.3
2020-06-07,UT,-34.9
2020-06-08,UT,-34.5
2020-06-09,UT,-34
2020-06-10,UT,-33.6
2020-06-11,UT,-33.300000000000004
2020-06-12,UT,-33
2020-06-13,UT,-32.5
2020-06-14,UT,-32.1
2020-06-15,UT,-31.7
2020-06-16,UT,-31.4
2020-06-17,UT,-31
2020-06-18,UT,-30.5
2020-06-19,UT,-30
2020-06-20,UT,-29.799999999999997
2020-06-21,UT,-29.099999999999998
2020-06-22,UT,-28.499999999999996
2020-06-23,UT,-28.4
2020-06-24,UT,-28.199999999999996
2020-06-25,UT,-28.199999999999996
2020-06-26,UT,-28.199999999999996
2020-06-27,UT,-27.700000000000003
2020-06-28,UT,-27.400000000000002
2020-06-29,UT,-27
2020-06-30,UT,-26.400000000000002
2020-07-01,UT,-25.900000000000002
2020-07-02,UT,-25.4
2020-07-03,UT,-24.8
2020-07-04,UT,-24.9
2020-07-05,UT,-25
2020-07-06,UT,-25.3
2020-07-07,UT,-25.1
2020-07-08,UT,-24.8
2020-07-09,UT,-24.5
2020-07-10,UT,-24.4
2020-07-11,UT,-24.099999999999998
2020-07-12,UT,-24
2020-07-13,UT,-23.9
2020-07-14,UT,-23.799999999999997
2020-07-15,UT,-23.599999999999998
2020-07-16,UT,-23.599999999999998
2020-07-17,UT,-23.400000000000002
2020-07-18,UT,-23.400000000000002
2020-07-19,UT,-23.200000000000003
2020-07-20,UT,-22.900000000000002
2020-07-21,UT,-22.6
2020-07-22,UT,-22.3
2020-07-23,UT,-21.9
2020-07-24,UT,-21.2
2020-07-25,UT,-20.599999999999998
2020-07-26,UT,-20.200000000000003
2020-07-27,UT,-19.7
2020-07-28,UT,-19.3
2020-07-29,UT,-18.8
2020-07-30,UT,-18.2
2020-07-31,UT,-18
2020-08-01,UT,-17.8
2020-08-02,UT,-17.599999999999998
2020-08-03,UT,-17.5
2020-08-04,UT,-17.299999999999997
2020-08-05,UT,-17.1
2020-08-06,UT,-17.2
2020-08-07,UT,-17.299999999999997
2020-08-08,UT,-17.4
2020-08-09,UT,-17.4
2020-08-10,UT,-17.4
2020-08-11,UT,-17.299999999999997
2020-08-12,UT,-17.599999999999998
2020-08-13,UT,-17.8
2020-08-14,UT,-17.8
2020-08-15,UT,-17.8
2020-08-16,UT,-17.7
2020-08-17,UT,-17.599999999999998
2020-08-18,UT,-17.7
2020-08-19,UT,-17.5
2020-08-20,UT,-17.2
2020-08-21,UT,-17.2
2020-08-22,UT,-17.1
2020-08-23,UT,-17.1
2020-08-24,UT,-17.1
2020-08-25,UT,-17
2020-08-26,UT,-16.900000000000002
2020-08-27,UT,-16.900000000000002
2020-08-28,UT,-16.900000000000002
2020-08-29,UT,-17
2020-08-30,UT,-16.900000000000002
2020-08-31,UT,-16.900000000000002
2020-09-01,UT,-16.8
2020-09-02,UT,-16.900000000000002
2020-09-03,UT,-16.7
2020-09-04,UT,-16.7
2020-09-05,UT,-16.400000000000002
2020-09-06,UT,-16.400000000000002
2020-09-07,UT,-16.5
2020-09-08,UT,-16.5
2020-09-09,UT,-16.6
2020-09-10,UT,-16.5
2020-09-11,UT,-16.3
2020-09-12,UT,-16.3
2020-09-13,UT,-16.1
2020-09-14,UT,-15.9
2020-09-15,UT,-15.7
2020-09-16,UT,-15.4
2020-09-17,UT,-15.4
2020-09-18,UT,-15.299999999999999
2020-09-19,UT,-15.1
2020-09-20,UT,-14.899999999999999
2020-09-21,UT,-14.799999999999999
2020-09-22,UT,-14.6
2020-09-23,UT,-14.2
2020-09-24,UT,-13.8
2020-09-25,UT,-13.4
2020-09-26,UT,-13.100000000000001
2020-09-27,UT,-12.7
2020-09-28,UT,-12.1
2020-09-29,UT,-11.600000000000001
2020-09-30,UT,-11.3
2020-10-01,UT,-11.1
2020-10-02,UT,-10.9
2020-10-03,UT,-10.6
2020-10-04,UT,-10.5
2020-10-05,UT,-10.4
2020-10-06,UT,-10.5
2020-10-07,UT,-10.6
2020-10-08,UT,-10.5
2020-10-09,UT,-10.6
2020-10-10,UT,-10.6
2020-10-11,UT,-10.5
2020-10-12,UT,-10.4
2020-10-13,UT,-10.100000000000001
2020-10-14,UT,-10
2020-10-15,UT,-9.8
2020-10-16,UT,-9.700000000000001
2020-10-17,UT,-9.5
2020-10-18,UT,-9.4
2020-10-19,UT,-9.4
2020-10-20,UT,-9.5
2020-10-21,UT,-9.4
2020-10-22,UT,-9.3
2020-10-23,UT,-9.2
2020-10-24,UT,-9.2
2020-10-25,UT,-9
2020-10-26,UT,-8.799999999999999
2020-10-27,UT,-8.799999999999999
2020-10-28,UT,-8.6
2020-10-29,UT,-8.5
2020-10-30,UT,-8
2020-10-31,UT,-7.7
2020-11-01,UT,-7.5
2020-11-02,UT,-7.3
2020-11-03,UT,-7.000000000000001
2020-11-04,UT,-6.9
2020-11-05,UT,-6.800000000000001
2020-11-06,UT,-6.9
2020-11-07,UT,-6.9
2020-11-08,UT,-6.9
2020-11-09,UT,-6.9
2020-11-10,UT,-6.9
2020-11-11,UT,-6.800000000000001
2020-11-12,UT,-6.7
2020-11-13,UT,-6.7
2020-11-14,UT,-6.7
2020-11-15,UT,-6.5
2020-11-16,UT,-6.6000000000000005
2020-11-17,UT,-6.6000000000000005
2020-11-18,UT,-6.5
2020-11-19,UT,-6.3
2020-11-20,UT,-6.1
2020-11-21,UT,-5.8999999999999995
2020-11-22,UT,-5.8999999999999995
2020-11-23,UT,-5.7
2020-11-24,UT,-5.5
2020-11-25,UT,-5.5
2020-11-26,UT,-5.6000000000000005
2020-11-27,UT,-5.6000000000000005
2020-11-28,UT,-5.7
2020-11-29,UT,-5.6000000000000005
2020-11-30,UT,-5.5
2020-12-01,UT,-5.4
2020-12-02,UT,-5.4
2020-12-03,UT,-5.2
2020-12-04,UT,-5.1
2020-12-05,UT,-4.9
2020-12-06,UT,-4.9
2020-12-07,UT,-4.8
2020-12-08,UT,-4.6
2020-12-09,UT,-4.3999999999999995
2020-12-10,UT,-4.3999999999999995
2020-12-11,UT,-4.3
2020-02-01,VA,0
2020-02-02,VA,0
2020-02-03,VA,0.3
2020-02-04,VA,0.3
2020-02-05,VA,0.5
2020-02-06,VA,0.8
2020-02-07,VA,0.8
2020-02-08,VA,0.8999999999999999
2020-02-09,VA,1.0999999999999999
2020-02-10,VA,1
2020-02-11,VA,1.2
2020-02-12,VA,1.2
2020-02-13,VA,1.2
2020-02-14,VA,1
2020-02-15,VA,0.8
2020-02-16,VA,0.6
2020-02-17,VA,0.4
2020-02-18,VA,0.2
2020-02-19,VA,-0.1
2020-02-20,VA,-0.3
2020-02-21,VA,-0.4
